46,242,135,1
48,343,85,1
34,110,176,1
33,221,74,1
59,28,249,1
20,214,240,1
18,10,82,1
33,182,178,1
57,250,302,1
33,222,171,1
43,202,161,1
35,300,1,1
39,121,319,1
54,40,152,1
52,298,193,1
51,246,247,1
43,16,330,1
18,138,75,1
61,201,235,1
33,323,74,1
63,152,241,1
19,123,47,1
32,271,284,1
28,317,218,1
29,79,45,1
41,223,151,1
39,0,294,1
57,5,162,1
33,345,76,1
38,322,226,1
43,271,305,1
59,72,78,1
39,267,207,1
50,181,255,1
62,120,76,1
42,43,46,1
21,332,10,1
54,297,305,1
47,299,228,1
33,296,117,1
64,166,262,1
25,276,107,1
35,168,334,1
37,177,270,1
21,198,133,1
26,147,188,1
63,115,309,1
27,195,149,1
36,188,235,1
36,17,154,1
32,311,271,1
63,297,247,1
30,141,141,1
37,52,101,1
47,14,259,1
38,257,17,1
49,155,17,1
39,325,270,1
54,45,211,1
23,42,287,1
63,115,211,1
46,152,142,1
24,8,292,1
32,60,263,1
19,147,38,1
32,265,319,1
47,14,353,1
61,240,209,1
20,135,307,1
31,334,77,1
58,248,231,1
21,81,241,1
22,346,284,1
22,17,229,1
48,246,45,0
21,291,123,1
38,354,110,1
47,225,139,1
62,0,260,1
21,345,114,1
43,259,303,1
20,273,34,1
28,185,261,1
20,125,80,1
36,67,42,1
37,55,200,1
50,142,87,1
28,254,171,1
34,298,200,1
35,128,190,1
31,351,82,1
61,359,303,1
55,215,345,1
46,119,214,1
26,128,89,1
42,284,337,1
24,231,137,1
64,57,52,1
22,346,293,1
63,355,263,1
23,58,192,1
23,351,305,1
47,196,76,1
53,7,235,1
54,335,74,1
22,18,193,1
56,3,155,1
64,173,167,1
42,184,20,1
44,13,302,1
50,205,350,1
40,151,148,1
25,207,297,1
41,327,73,1
47,108,332,1
46,194,110,1
30,246,82,1
49,144,130,1
57,215,134,1
38,201,200,1
54,194,314,1
32,181,61,1
21,97,180,1
29,74,52,1
29,261,90,1
46,234,296,1
54,119,306,1
33,271,334,1
32,265,79,1
55,72,151,1
63,184,286,1
38,67,124,1
57,331,288,1
20,77,20,1
48,41,141,1
49,87,131,1
56,268,234,1
23,311,256,1
24,350,35,1
53,82,86,1
22,193,9,1
46,78,183,1
20,301,34,1
41,154,140,1
19,351,14,1
27,98,42,1
55,309,177,1
65,134,157,1
54,149,309,1
25,219,13,1
45,138,148,1
47,11,208,1
18,175,133,1
49,83,35,1
31,172,126,1
